No;full_text;username;tweet_normalized;skor_total;skor_positif;skor_negatif;n_match;n_total;kata_match;sentimen
366;cukup masjid pas jumat an atau minggu pagi kasih makan gratis dr infak donatur mbg dr negara kan dr pajak lebih baik pajak utk membangun infrastructure yg rusak di daerah dan menciptakan iklim ekonomi yg kondusif shg ortu bs mmberikan makan bergizi amp menyekolahkan anaknya;SukaBaca2000;['masjid', 'pas', 'jumat', 'an', 'minggu', 'pagi', 'kasih', 'makan', 'gratis', 'dari', 'infak', 'donatur', 'mbg', 'dari', 'negara', 'dari', 'pajak', 'pajak', 'membangun', 'infrastructure', 'rusak', 'daerah', 'menciptakan', 'iklim', 'ekonomi', 'kondusif', 'shg', 'orang tua', 'bisa', 'mmberikan', 'makan', 'bergizi', 'menyekolahkan', 'anaknya'];1.0;23.0;-22.0;16;34;[('masjid', 3.0), ('pas', 3.0), ('jumat', 2.0), ('pagi', -3.0), ('kasih', 2.0), ('makan', 1.0), ('gratis', 4.0), ('dari', -3.0), ('infak', 4.0), ('donatur', 3.0), ('dari', -3.0), ('dari', -3.0), ('pajak', -3.0), ('pajak', -3.0), ('rusak', -4.0), ('makan', 1.0)];Positif
367;program makan bergizi gratis sukses besar jutaan penerima manfaat lapangan kerja kebuka ekonomi lokal stonks;Fitri4Astiana;['program', 'makan', 'bergizi', 'gratis', 'sukses', 'jutaan', 'penerima', 'manfaat', 'lapangan', 'kerja', 'kebuka', 'ekonomi', 'lokal', 'stonks'];20.0;20.0;0.0;7;14;[('makan', 1.0), ('gratis', 4.0), ('sukses', 3.0), ('penerima', 2.0), ('manfaat', 5.0), ('lapangan', 3.0), ('kerja', 2.0)];Positif
368;program makan bergizi gratis di banten terus membuktikan hasil nyata lebih dari juta penerima manfaat ribuan lapangan kerja terbuka dan ekonomi lokal bergerak gizi terpenuhi generasi banten makin kuat;mahardikaagh;['program', 'makan', 'bergizi', 'gratis', 'banten', 'membuktikan', 'hasil', 'nyata', 'juta', 'penerima', 'manfaat', 'ribuan', 'lapangan', 'kerja', 'terbuka', 'ekonomi', 'lokal', 'bergerak', 'gizi', 'terpenuhi', 'generasi', 'banten', 'kuat'];19.0;29.0;-10.0;13;23;[('makan', 1.0), ('gratis', 4.0), ('membuktikan', -4.0), ('hasil', 3.0), ('nyata', 4.0), ('juta', 2.0), ('penerima', 2.0), ('manfaat', 5.0), ('lapangan', 3.0), ('kerja', 2.0), ('terbuka', 3.0), ('generasi', -3.0), ('kuat', -3.0)];Positif
369;program makan bergizi gratis mbg bukan cuma soal makan gratis badan gizi nasional bgn menyebut program ini ikut mendorong perputaran ekonomi daerah lewat anggaran jumbo rp triliun;periskopid;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'makan', 'gratis', 'badan', 'gizi', 'nasional', 'bgn', 'menyebut', 'program', 'mendorong', 'perputaran', 'ekonomi', 'daerah', 'anggaran', 'jumbo', 'rp', 'triliun'];6.0;13.0;-7.0;7;21;[('makan', 1.0), ('gratis', 4.0), ('makan', 1.0), ('gratis', 4.0), ('badan', -3.0), ('menyebut', 3.0), ('mendorong', -4.0)];Positif
370;gak cuma kasih makan tapi juga kasih kepastian dengan evaluasi ini program makan bergizi gratis makin transparan dan akuntabel kita dukung penuh;GathanRasy59309;['kasih', 'makan', 'kasih', 'kepastian', 'evaluasi', 'program', 'makan', 'bergizi', 'gratis', 'transparan', 'akuntabel', 'dukung', 'penuh'];17.0;17.0;0.0;7;13;[('kasih', 2.0), ('makan', 1.0), ('kasih', 2.0), ('makan', 1.0), ('gratis', 4.0), ('transparan', 3.0), ('dukung', 4.0)];Positif
371;presiden subianto melakukan inspeksi mendadak terhadap hasil revitalisasi sekolah serta pelaksanaan program makan bergizi gratis mbg di sman cilacap jawa tengah rabu;kangdede78;['presiden', 'subianto', 'inspeksi', 'mendadak', 'hasil', 'revitalisasi', 'sekolah', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sman', 'cilacap', 'jawa', 'rabu'];10.0;14.0;-4.0;6;17;[('presiden', 3.0), ('hasil', 3.0), ('sekolah', 3.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
372;menuju masa depan yang lebih sehat program makan bergizi gratis mbg di tahun fokus pada anakanak dalam seribu hari pertama kehidupan bersama kita pastikan gizi yang tepat sasaran;KabarNegeri_;['sehat', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'fokus', 'anakanak', 'seribu', 'kehidupan', 'pastikan', 'gizi', 'sasaran'];15.0;15.0;0.0;5;13;[('sehat', 4.0), ('makan', 1.0), ('gratis', 4.0), ('fokus', 3.0), ('pastikan', 3.0)];Positif
373;senyum anakanak papua merekah berkat program makan bergizi gratis kini mereka lebih bersemangat berangkat sekolah dan belajar karena asupan gizi yang terjamin harapan baru sedang tumbuh di bumi cendrawasih untuk masa depan indonesia yang lebih cerah;oxrth_;['senyum', 'anakanak', 'papua', 'merekah', 'berkat', 'program', 'makan', 'bergizi', 'gratis', 'bersemangat', 'berangkat', 'sekolah', 'belajar', 'asupan', 'gizi', 'terjamin', 'harapan', 'tumbuh', 'bumi', 'cendrawasih', 'indonesia', 'cerah'];19.0;23.0;-4.0;9;22;[('senyum', 2.0), ('berkat', 1.0), ('makan', 1.0), ('gratis', 4.0), ('bersemangat', 4.0), ('berangkat', -4.0), ('sekolah', 3.0), ('belajar', 3.0), ('terjamin', 5.0)];Positif
374;program makan bergizi gratis di sukoharjo membuka pintu inklusivitas rohmat riyadi seorang penyandang disabilitas kini punya penghasilan tetap dengan bekerja di dapur mbg bukti nyata bahwa program ini membawa manfaat ekonomi dan martabat bagi sesama;nanaenaaa_;['program', 'makan', 'bergizi', 'gratis', 'sukoharjo', 'membuka', 'pintu', 'inklusivitas', 'rohmat', 'riyadi', 'penyandang', 'disabilitas', 'penghasilan', 'dapur', 'mbg', 'bukti', 'nyata', 'program', 'membawa', 'manfaat', 'ekonomi', 'martabat'];16.0;19.0;-3.0;6;22;[('makan', 1.0), ('gratis', 4.0), ('bukti', -3.0), ('nyata', 4.0), ('manfaat', 5.0), ('martabat', 5.0)];Positif
375;indonesia kembali membuktikan kepemimpinannya di kancah regional melalui program makan bergizi gratis mbg kita tidak hanya membangun generasi emas di dalam negeri tapi juga menjadi kiblat gizi bagi negaranegara tetangga di asean;Feliciapoet;['indonesia', 'membuktikan', 'kepemimpinannya', 'kancah', 'regional', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'membangun', 'generasi', 'emas', 'negeri', 'kiblat', 'gizi', 'negaranegara', 'tetangga', 'asean'];-2.0;5.0;-7.0;4;19;[('membuktikan', -4.0), ('makan', 1.0), ('gratis', 4.0), ('generasi', -3.0)];Negatif
376;anggota dpr ri fraksi gerindra maruf mubarok gus mamak melakukan kunjungan kerja pengawasan ke sppg jatirejoyoso malang kunjungan ini bertujuan memastikan kualitas dan standar program makan bergizi gratis mbg terjaga demi kesejahteraan masyarakat;BeritaTerbaaru;['anggota', 'dpr', 'ri', 'fraksi', 'gerindra', 'maruf', 'mubarok', 'gus', 'mamak', 'kunjungan', 'kerja', 'pengawasan', 'sppg', 'jatirejoyoso', 'malang', 'kunjungan', 'bertujuan', 'kualitas', 'standar', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'terjaga', 'kesejahteraan', 'masyarakat'];5.0;15.0;-10.0;9;27;[('anggota', -3.0), ('mamak', 2.0), ('kerja', 2.0), ('malang', -5.0), ('kualitas', 4.0), ('standar', -2.0), ('makan', 1.0), ('gratis', 4.0), ('terjaga', 2.0)];Positif
377;program makan bergizi gratis mbg yang didorong asosiasi pengusaha dapur buat lanjut sampai tahun ini bikin gelenggeleng apalagi kalau anggarannya segede itu;sejutainfo2025;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'didorong', 'asosiasi', 'pengusaha', 'dapur', 'gelenggeleng', 'anggarannya', 'segede'];1.0;5.0;-4.0;3;12;[('makan', 1.0), ('gratis', 4.0), ('asosiasi', -4.0)];Positif
378;di tengah keraguan dalam negeri justru kawasan asean mulai melirik dan belajar dari indonesia program makan bergizi gratis mbg kini tak lagi sekadar inisiatif nasional tetapi telah menjadi contoh praktik terbaik yang dibagikan ke berbagai negara di asia;AldhyOhrlla12;['keraguan', 'negeri', 'kawasan', 'asean', 'melirik', 'belajar', 'indonesia', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'inisiatif', 'nasional', 'contoh', 'praktik', 'terbaik', 'dibagikan', 'negara', 'asia'];13.0;13.0;0.0;4;20;[('belajar', 3.0), ('makan', 1.0), ('gratis', 4.0), ('terbaik', 5.0)];Positif
379;banten juta menerima program makan bergizi ayo dukung;BImamudin956;['banten', 'juta', 'menerima', 'program', 'makan', 'bergizi', 'ayo', 'dukung'];14.0;14.0;0.0;5;8;[('juta', 2.0), ('menerima', 3.0), ('makan', 1.0), ('ayo', 4.0), ('dukung', 4.0)];Positif
380;makan bergizi gratis mbg beneran jadi harapan baru buat adekadek di papua liat deh senyum mereka pas makan jadi makin semangat sekolah amp belajar programnya gacor parah buat masa depan anak bangsa;NinaUlezzz;['makan', 'bergizi', 'gratis', 'mbg', 'beneran', 'harapan', 'adekadek', 'papua', 'lihat', 'deh', 'senyum', 'pas', 'makan', 'semangat', 'sekolah', 'belajar', 'programnya', 'gacor', 'parah', 'anak', 'bangsa'];19.0;27.0;-8.0;12;21;[('makan', 1.0), ('gratis', 4.0), ('beneran', 3.0), ('lihat', 3.0), ('senyum', 2.0), ('pas', 3.0), ('makan', 1.0), ('semangat', 4.0), ('sekolah', 3.0), ('belajar', 3.0), ('parah', -5.0), ('anak', -3.0)];Positif
381;makan bergizi gratis bukan sekadar bantuan tetapi bagian dari transformasi gizi bangsa yang diperkuat oleh pilar mbg kuat untuk meningkatkan kualitas sdm;EHoschek22710;['makan', 'bergizi', 'gratis', 'bantuan', 'transformasi', 'gizi', 'bangsa', 'diperkuat', 'pilar', 'mbg', 'kuat', 'meningkatkan', 'kualitas', 'sdm'];6.0;9.0;-3.0;4;14;[('makan', 1.0), ('gratis', 4.0), ('kuat', -3.0), ('kualitas', 4.0)];Positif
382;siswa terlihat sangat bahagia menyambut program makan bergizi gratis karena membantu pemenuhan nutrisi mereka setiap hari sekolah demi mewujudkan generasi;jinkyong281562;['siswa', 'bahagia', 'menyambut', 'program', 'makan', 'bergizi', 'gratis', 'membantu', 'pemenuhan', 'nutrisi', 'sekolah', 'mewujudkan', 'generasi'];13.0;19.0;-6.0;8;13;[('siswa', 3.0), ('bahagia', 4.0), ('makan', 1.0), ('gratis', 4.0), ('membantu', 4.0), ('sekolah', 3.0), ('mewujudkan', -3.0), ('generasi', -3.0)];Positif
383;kayanya kalo aku masih kuliah bakalan ambil judul skripsi implementasi kebijakan program makan bergizi gratis mbg dalam perspektif good governance di indonesia tapi abis itu mati karna penguji ketua prodi terus penguji wakil ketua prodi magister langsung mati ditempat sy;sptnism_;['seperti', 'kuliah', 'ambil', 'judul', 'skripsi', 'implementasi', 'kebijakan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'perspektif', 'good', 'governance', 'indonesia', 'habis', 'mati', 'karena', 'penguji', 'ketua', 'prodi', 'penguji', 'wakil', 'ketua', 'prodi', 'magister', 'langsung', 'mati', 'ditempat', 'sy'];-4.0;21.0;-25.0;14;31;[('seperti', -1.0), ('kuliah', -2.0), ('ambil', -5.0), ('judul', 2.0), ('implementasi', -4.0), ('kebijakan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('good', 5.0), ('habis', 3.0), ('mati', -5.0), ('karena', -3.0), ('langsung', 3.0), ('mati', -5.0)];Negatif
384;babinsa letawa pastikan program makan bergizi tepat sasaran penerima manfaat terlayani;1427_kodim;['babinsa', 'letawa', 'pastikan', 'program', 'makan', 'bergizi', 'sasaran', 'penerima', 'manfaat', 'terlayani'];11.0;11.0;0.0;4;10;[('pastikan', 3.0), ('makan', 1.0), ('penerima', 2.0), ('manfaat', 5.0)];Positif
385;siapa yg ngotot ingin hentikan mbg tentu lawan politik yg kalah pilpres lalu sekarang anak sekolah makin goat belajar krn dapat makan bergizi gratis;anisadina99;['ngotot', 'hentikan', 'mbg', 'lawan', 'politik', 'kalah', 'pilpres', 'anak', 'sekolah', 'goat', 'belajar', 'makan', 'bergizi', 'gratis'];-5.0;11.0;-16.0;9;14;[('ngotot', -4.0), ('lawan', -4.0), ('politik', -1.0), ('kalah', -4.0), ('anak', -3.0), ('sekolah', 3.0), ('belajar', 3.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
386;reaksi haru siswa saat mengira program berakhir menunjukkan betapa berartinya makan bergizi gratis bagi mereka program ini nyata membantu meringankan beban ekonomi keluarga di sekolah bekasi turut ka argo bromo anggrek;KaylaSwatantri;['reaksi', 'haru', 'siswa', 'program', 'betapa', 'berartinya', 'makan', 'bergizi', 'gratis', 'program', 'nyata', 'membantu', 'meringankan', 'beban', 'ekonomi', 'keluarga', 'sekolah', 'bekasi', 'kakak', 'argo', 'bromo', 'anggrek'];19.0;29.0;-10.0;11;22;[('reaksi', -5.0), ('siswa', 3.0), ('betapa', 4.0), ('makan', 1.0), ('gratis', 4.0), ('nyata', 4.0), ('membantu', 4.0), ('meringankan', 2.0), ('beban', -5.0), ('keluarga', 4.0), ('sekolah', 3.0)];Positif
387;kunjungan tersebut untuk meninjau hasil revitalisasi bangunan sekolah sekaligus mengecek pelaksanaan program makan bergizi gratis mbg;mediaindonesia;['kunjungan', 'meninjau', 'hasil', 'revitalisasi', 'bangunan', 'sekolah', 'mengecek', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];7.0;11.0;-4.0;5;13;[('hasil', 3.0), ('sekolah', 3.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
388;kerjasama strategis dapur mitra memastikan setiap sarana prasarana yang digunakan sudah standar operasional terbaik demi menjamin keberhasilan program makan bergizi gratis untuk generasi masa depan;zilvoria;['kerjasama', 'strategis', 'dapur', 'mitra', 'sarana', 'prasarana', 'standar', 'operasional', 'terbaik', 'menjamin', 'keberhasilan', 'program', 'makan', 'bergizi', 'gratis', 'generasi'];2.0;16.0;-14.0;9;16;[('kerjasama', 3.0), ('mitra', -4.0), ('prasarana', 3.0), ('standar', -2.0), ('terbaik', 5.0), ('menjamin', -5.0), ('makan', 1.0), ('gratis', 4.0), ('generasi', -3.0)];Positif
389;jangan hari sabtu doang hapus makan bergizi gratis udah anggaran bakal selamat;fanisacharm;['sabtu', 'doang', 'hapus', 'makan', 'bergizi', 'gratis', 'sudah', 'anggaran', 'selamat'];11.0;14.0;-3.0;6;9;[('doang', 1.0), ('hapus', -3.0), ('makan', 1.0), ('gratis', 4.0), ('sudah', 3.0), ('selamat', 5.0)];Positif
390;bismillah kepada yth pimpinan kpk ppatk serta menkeu apakah benar program mbg makan bergizi gratis adlh proyek yg lebih dikuasai anggota dewan kepolisian aparatur negara individu yg memiliki akses ke lingkaran penguasa tolong dilakukan audit amp investigasi;AssegafAlbar;['bismillah', 'yth', 'pimpinan', 'kpk', 'ppatk', 'menkeu', 'program', 'mbg', 'makan', 'bergizi', 'gratis', 'adalah', 'proyek', 'dikuasai', 'anggota', 'dewan', 'kepolisian', 'aparatur', 'negara', 'individu', 'memiliki', 'akses', 'lingkaran', 'penguasa', 'tolong', 'audit', 'investigasi'];8.0;14.0;-6.0;7;27;[('bismillah', 4.0), ('makan', 1.0), ('gratis', 4.0), ('anggota', -3.0), ('dewan', -3.0), ('akses', 2.0), ('tolong', 3.0)];Positif
391;bukan sekadar makan gratis banyak yang tanya kenapa sih mbg makan bergizi gratis jadi kunci buat masa depan indonesia jawabannya simpelt perut kenyang otak cemerlang kesenjangan pun berkurang;JKT_hariesok;['makan', 'gratis', 'mbg', 'makan', 'bergizi', 'gratis', 'kunci', 'indonesia', 'jawabannya', 'simpelt', 'perut', 'kenyang', 'otak', 'cemerlang', 'kesenjangan', 'berkurang'];19.0;26.0;-7.0;11;16;[('makan', 1.0), ('gratis', 4.0), ('makan', 1.0), ('gratis', 4.0), ('kunci', 3.0), ('perut', 3.0), ('kenyang', 3.0), ('otak', 3.0), ('cemerlang', 4.0), ('kesenjangan', -4.0), ('berkurang', -3.0)];Positif
392;makan bergizi gratis;kyoukai691;['makan', 'bergizi', 'gratis'];5.0;5.0;0.0;2;3;[('makan', 1.0), ('gratis', 4.0)];Positif
393;gonku iki asli makan bergizi gratis duduk makan beracun gratis dannn gk pake duit pajak masake;annebolleyn_;['gonku', 'ini', 'asli', 'makan', 'bergizi', 'gratis', 'duduk', 'makan', 'beracun', 'gratis', 'dannn', 'tidak', 'pakai', 'uang', 'pajak', 'masake'];4.0;12.0;-8.0;7;16;[('asli', 2.0), ('makan', 1.0), ('gratis', 4.0), ('makan', 1.0), ('gratis', 4.0), ('tidak', -5.0), ('pajak', -3.0)];Positif
394;program mbg prabowo dibilang konyol amp dzalim oleh kh marzuki mustamar masa anak orang kaya di sekolah elit dipaksa makan siang gratis standar ribu bisabisa cuma diliatin doang anggaran negara kok dipaksain buat yang gak butuh;YudhaShanny2;['program', 'mbg', 'prabowo', 'dibilang', 'konyol', 'dzalim', 'kh', 'marzuki', 'mustamar', 'anak', 'orang', 'seperti', 'sekolah', 'elit', 'dipaksa', 'makan', 'siang', 'gratis', 'standar', 'ribu', 'bisabisa', 'diliatin', 'doang', 'anggaran', 'negara', 'dipaksain', 'butuh'];-12.0;9.0;-21.0;11;27;[('konyol', -3.0), ('anak', -3.0), ('seperti', -1.0), ('sekolah', 3.0), ('dipaksa', -4.0), ('makan', 1.0), ('gratis', 4.0), ('standar', -2.0), ('diliatin', -3.0), ('doang', 1.0), ('butuh', -5.0)];Negatif
395;dukung program makan bergizi gratis;nagaredno;['dukung', 'program', 'makan', 'bergizi', 'gratis'];9.0;9.0;0.0;3;5;[('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
396;kh marzuki mustamar blakblakan sebut program makan gratis prabowo itu dzalim kalau dipaksakan rata ke semua sekolah anak elit kok dikasih makan standar rakyat jelata jgn sampai anggaran rakyat cuma jadi bahan mencari celah korupsi bekasi mei;YudhaShanny2;['kh', 'marzuki', 'mustamar', 'blakblakan', 'program', 'makan', 'gratis', 'prabowo', 'dzalim', 'dipaksakan', 'sekolah', 'anak', 'elit', 'dikasih', 'makan', 'standar', 'rakyat', 'jelata', 'anggaran', 'rakyat', 'bahan', 'mencari', 'celah', 'korupsi', 'bekasi', 'mei'];-12.0;11.0;-23.0;12;26;[('makan', 1.0), ('gratis', 4.0), ('sekolah', 3.0), ('anak', -3.0), ('dikasih', 2.0), ('makan', 1.0), ('standar', -2.0), ('jelata', -5.0), ('bahan', -3.0), ('mencari', -3.0), ('celah', -3.0), ('korupsi', -4.0)];Negatif
397;presiden prabowo subianto menegaskan bahwa hingga saat ini banyak negara belajar program makan bergizi gratis mbg karena pemerintah indonesia melalui kebijakan itu mampu melayani lebih dari juta penerima manfaat secara rutin;ANTARABengkulu;['presiden', 'prabowo', 'subianto', 'negara', 'belajar', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'pemerintah', 'indonesia', 'kebijakan', 'melayani', 'juta', 'penerima', 'manfaat', 'rutin'];18.0;23.0;-5.0;9;18;[('presiden', 3.0), ('belajar', 3.0), ('makan', 1.0), ('gratis', 4.0), ('kebijakan', 3.0), ('melayani', -5.0), ('juta', 2.0), ('penerima', 2.0), ('manfaat', 5.0)];Positif
398;gus mamak tinjau dapur mbg di malang pastikan program akan bergizi gratis berjalan sesuai standar bekasi jule yordania;tukang_sate1903;['gus', 'mamak', 'tinjau', 'dapur', 'mbg', 'malang', 'pastikan', 'program', 'bergizi', 'gratis', 'berjalan', 'sesuai', 'standar', 'bekasi', 'jule', 'yordania'];5.0;12.0;-7.0;6;16;[('mamak', 2.0), ('malang', -5.0), ('pastikan', 3.0), ('gratis', 4.0), ('sesuai', 3.0), ('standar', -2.0)];Positif
399;gus mamak tinjau dapur makan bergizi gratis di malang bekasi jule yordania;WiwitAntuni;['gus', 'mamak', 'tinjau', 'dapur', 'makan', 'bergizi', 'gratis', 'malang', 'bekasi', 'jule', 'yordania'];2.0;7.0;-5.0;4;11;[('mamak', 2.0), ('makan', 1.0), ('gratis', 4.0), ('malang', -5.0)];Positif
400;yang dibutuhkan rakyat itu lapangan kerja pendidikan gratis buat anaknya pak kalau orang tuanya pada kerja pasti mereka mampu kasih makan anaknya bahkan bisa lebih bergizi drpd yg dikasih anda;MamangReborn;['dibutuhkan', 'rakyat', 'lapangan', 'kerja', 'pendidikan', 'gratis', 'anaknya', 'orang', 'tuanya', 'kerja', 'kasih', 'makan', 'anaknya', 'bergizi', 'daripada', 'dikasih'];16.0;16.0;0.0;7;16;[('lapangan', 3.0), ('kerja', 2.0), ('gratis', 4.0), ('kerja', 2.0), ('kasih', 2.0), ('makan', 1.0), ('dikasih', 2.0)];Positif
401;sidang mk pihak terkait sebut mbg konstitusional dan bagian dari pendidikan nasional jakarta pihak terkait dalam sidang uji materi pasal ayat beserta penjelasannya dalam undangundang nomor tahun tentang apbn menegaskan bahwa program makan bergizi gratis;RadioElshinta;['sidang', 'mk', 'terkait', 'mbg', 'konstitusional', 'pendidikan', 'nasional', 'jakarta', 'terkait', 'sidang', 'uji', 'materi', 'pasal', 'ayat', 'beserta', 'penjelasannya', 'undangundang', 'nomor', 'apbn', 'program', 'makan', 'bergizi', 'gratis'];-14.0;6.0;-20.0;9;23;[('sidang', -3.0), ('terkait', -3.0), ('terkait', -3.0), ('sidang', -3.0), ('uji', 1.0), ('pasal', -4.0), ('ayat', -4.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
402;kesehatan masyarakat adalah prioritas utama melalui instruksi tegas presiden prabowo subianto badan gizi nasional kini memperketat pengawasan terhadap seluruh dapur program makan bergizi gratis mbg;lmillerthriller;['kesehatan', 'masyarakat', 'prioritas', 'utama', 'instruksi', 'presiden', 'prabowo', 'subianto', 'badan', 'gizi', 'nasional', 'memperketat', 'pengawasan', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];2.0;8.0;-6.0;5;19;[('instruksi', -3.0), ('presiden', 3.0), ('badan', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
403;prabowo subianto menegaskan program makan bergizi gratis mbg akan terus dilanjutkan hingga selesai meski diakui masih ada kekurangan yang akan diperbaiki ia menyebut program tersebut sudah memberikan dampak terutama bagi petani dan nelayan karena hasil produksi mereka kini;kumparan;['prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'dilanjutkan', 'selesai', 'diakui', 'kekurangan', 'diperbaiki', 'menyebut', 'program', 'dampak', 'petani', 'nelayan', 'hasil', 'produksi'];1.0;11.0;-10.0;7;19;[('makan', 1.0), ('gratis', 4.0), ('selesai', -4.0), ('kekurangan', -3.0), ('menyebut', 3.0), ('dampak', -3.0), ('hasil', 3.0)];Positif
404;pemerintah terus memperkuat komitmen dalam menjaga kepercayaan publik melalui perbaikan program makan bergizi gratis langkah ini dilakukan untuk memastikan kualitas akuntabilitas dan keberlanjutan program tetap terjaga demi peningkatan gizi masyarakat;VokalRakyat;['pemerintah', 'memperkuat', 'komitmen', 'menjaga', 'kepercayaan', 'publik', 'perbaikan', 'program', 'makan', 'bergizi', 'gratis', 'langkah', 'kualitas', 'akuntabilitas', 'keberlanjutan', 'program', 'terjaga', 'peningkatan', 'gizi', 'masyarakat'];21.0;24.0;-3.0;9;20;[('memperkuat', 3.0), ('menjaga', -3.0), ('kepercayaan', 3.0), ('perbaikan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('langkah', 4.0), ('kualitas', 4.0), ('terjaga', 2.0)];Positif
405;dalam kunjungan kerja ke sma negeri cilacap presiden subianto menyapa langsung para siswa beliau dgn senang hati mencicipi kue hasil usaha siswa sekaligus meninjau pelaksanaan program makan bergizi gratis mbg dan revitalisasi sekolah tak hanya mencicipi presiden;kangdede78;['kunjungan', 'kerja', 'sma', 'negeri', 'cilacap', 'presiden', 'subianto', 'menyapa', 'langsung', 'siswa', 'beliau', 'senang', 'hati', 'mencicipi', 'kue', 'hasil', 'usaha', 'siswa', 'meninjau', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'revitalisasi', 'sekolah', 'mencicipi', 'presiden'];27.0;35.0;-8.0;14;29;[('kerja', 2.0), ('presiden', 3.0), ('langsung', 3.0), ('siswa', 3.0), ('senang', 5.0), ('hati', 2.0), ('hasil', 3.0), ('usaha', -4.0), ('siswa', 3.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0), ('sekolah', 3.0), ('presiden', 3.0)];Positif
406;gus mamak turun langsung meninjau kesiapan dan kebersihan dapur program makan bergizi gratis mbg di malang bukan sekadar meninjau beliau ingin memastikan bahwa setiap piring yang tersaji mengandung gizi seimbang dan diolah dengan standar higienitas yang tinggi;Arziky28067;['gus', 'mamak', 'turun', 'langsung', 'meninjau', 'kesiapan', 'kebersihan', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'malang', 'meninjau', 'beliau', 'piring', 'tersaji', 'mengandung', 'gizi', 'seimbang', 'diolah', 'standar', 'higienitas'];1.0;14.0;-13.0;9;24;[('mamak', 2.0), ('turun', -3.0), ('langsung', 3.0), ('makan', 1.0), ('gratis', 4.0), ('malang', -5.0), ('tersaji', 4.0), ('mengandung', -3.0), ('standar', -2.0)];Positif
407;presiden prabowo subianto menyampaikan kebermanfaatan program prioritas makan bergizi gratis mbg dan koperasi desakelurahan merah putih kdkmp dalam sambutannya di cilacap rabu terkait mbg ia menjelaskan bahwa banyak negara kini menjadikannya referensi karena;Metro_TV;['presiden', 'prabowo', 'subianto', 'kebermanfaatan', 'program', 'prioritas', 'makan', 'bergizi', 'gratis', 'mbg', 'koperasi', 'desakelurahan', 'merah', 'putih', 'kdkmp', 'sambutannya', 'cilacap', 'rabu', 'terkait', 'mbg', 'negara', 'menjadikannya', 'referensi'];5.0;12.0;-7.0;6;23;[('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('merah', 4.0), ('putih', -4.0), ('terkait', -3.0)];Positif
408;min peenah denger program yg dia kasih nama makan bergizi gratis;aysareed;['admin', 'peenah', 'dengar', 'program', 'kasih', 'nama', 'makan', 'bergizi', 'gratis'];9.0;9.0;0.0;4;9;[('dengar', 2.0), ('kasih', 2.0), ('makan', 1.0), ('gratis', 4.0)];Positif
409;kepala badan gizi nasional bgn mendorong perguruan tinggi ikut terlibat dalam pembangunan dapur program makan bergizi gratis mbg kampus dinilai memiliki sumber daya pengetahuan dan kapasitas untuk membantu memperluas jangkauan sekaligus meningkatkan kualitas pelaksanaan;wartadewan;['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'mendorong', 'perguruan', 'terlibat', 'pembangunan', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kampus', 'dinilai', 'memiliki', 'sumber', 'daya', 'pengetahuan', 'kapasitas', 'membantu', 'memperluas', 'jangkauan', 'meningkatkan', 'kualitas', 'pelaksanaan'];12.0;23.0;-11.0;10;28;[('badan', -3.0), ('mendorong', -4.0), ('terlibat', 3.0), ('makan', 1.0), ('gratis', 4.0), ('pengetahuan', 4.0), ('kapasitas', 3.0), ('membantu', 4.0), ('kualitas', 4.0), ('pelaksanaan', -4.0)];Positif
