,No,full_text,username,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
12,13,pak prabowo sangat support banget untuk anak bangsa indonesia oleh karna itu adanya program makan siang bergizi gratis ini menjadikan indonesia unggul dan kuat anakanak bangsa,harooaira,"['pak', 'prabowo', 'sangat', 'support', 'banget', 'untuk', 'anak', 'bangsa', 'indonesia', 'oleh', 'karna', 'itu', 'adanya', 'program', 'makan', 'siang', 'bergizi', 'gratis', 'ini', 'menjadikan', 'indonesia', 'unggul', 'dan', 'kuat', 'anakanak', 'bangsa']",<FreqDist with 24 samples and 26 outcomes>,"['prabowo', 'support', 'banget', 'anak', 'bangsa', 'indonesia', 'karna', 'program', 'makan', 'siang', 'bergizi', 'gratis', 'menjadikan', 'indonesia', 'unggul', 'kuat', 'anakanak', 'bangsa']","['prabowo', 'dukung', 'sekali', 'anak', 'bangsa', 'indonesia', 'karena', 'program', 'makan', 'siang', 'bergizi', 'gratis', 'menjadikan', 'indonesia', 'unggul', 'kuat', 'anakanak', 'bangsa']","['prabowo', 'dukung', 'sekali', 'anak', 'bangsa', 'indonesia', 'karena', 'program', 'makan', 'siang', 'gizi', 'gratis', 'jadi', 'indonesia', 'unggul', 'kuat', 'anakanak', 'bangsa']"
13,14,pak prabowo sangat support banget untuk anak bangsa indonesia oleh karna itu adanya program makan siang bergizi gratis ini menjadikan indonesia unggul dan kuat anakanak bangsa,Afakhry97,"['pak', 'prabowo', 'sangat', 'support', 'banget', 'untuk', 'anak', 'bangsa', 'indonesia', 'oleh', 'karna', 'itu', 'adanya', 'program', 'makan', 'siang', 'bergizi', 'gratis', 'ini', 'menjadikan', 'indonesia', 'unggul', 'dan', 'kuat', 'anakanak', 'bangsa']",<FreqDist with 24 samples and 26 outcomes>,"['prabowo', 'support', 'banget', 'anak', 'bangsa', 'indonesia', 'karna', 'program', 'makan', 'siang', 'bergizi', 'gratis', 'menjadikan', 'indonesia', 'unggul', 'kuat', 'anakanak', 'bangsa']","['prabowo', 'dukung', 'sekali', 'anak', 'bangsa', 'indonesia', 'karena', 'program', 'makan', 'siang', 'bergizi', 'gratis', 'menjadikan', 'indonesia', 'unggul', 'kuat', 'anakanak', 'bangsa']","['prabowo', 'dukung', 'sekali', 'anak', 'bangsa', 'indonesia', 'karena', 'program', 'makan', 'siang', 'gizi', 'gratis', 'jadi', 'indonesia', 'unggul', 'kuat', 'anakanak', 'bangsa']"
14,15,waduh kok ini sudah jalan ya program makan siang gratis dgn lauk pauk yg sangat bergizi di tangerang ini pasti terinspirasi dari yg punya program makan siang gratis nih,bumnbersatu,"['waduh', 'kok', 'ini', 'sudah', 'jalan', 'ya', 'program', 'makan', 'siang', 'gratis', 'dgn', 'lauk', 'pauk', 'yg', 'sangat', 'bergizi', 'di', 'tangerang', 'ini', 'pasti', 'terinspirasi', 'dari', 'yg', 'punya', 'program', 'makan', 'siang', 'gratis', 'nih']",<FreqDist with 23 samples and 29 outcomes>,"['jalan', 'program', 'makan', 'siang', 'gratis', 'lauk', 'pauk', 'bergizi', 'tangerang', 'terinspirasi', 'program', 'makan', 'siang', 'gratis']","['jalan', 'program', 'makan', 'siang', 'gratis', 'lauk', 'pauk', 'bergizi', 'tangerang', 'terinspirasi', 'program', 'makan', 'siang', 'gratis']","['jalan', 'program', 'makan', 'siang', 'gratis', 'lauk', 'pauk', 'gizi', 'tangerang', 'inspirasi', 'program', 'makan', 'siang', 'gratis']"
15,16,padahal yg diuntungkan nanti dr makan siang dan susu gratis adlh pihak ketiga perusahaan pengadaan ya ga sih syukur dapat makanan bergizi kawatirnya kayak program stunting di dpok anak dibagikan kuah sop parahnya kuahnya doang ga ada dagingnya,rinigrace,"['padahal', 'yg', 'diuntungkan', 'nanti', 'dr', 'makan', 'siang', 'dan', 'susu', 'gratis', 'adlh', 'pihak', 'ketiga', 'perusahaan', 'pengadaan', 'ya', 'ga', 'sih', 'syukur', 'dapat', 'makanan', 'bergizi', 'kawatirnya', 'kayak', 'program', 'stunting', 'di', 'dpok', 'anak', 'dibagikan', 'kuah', 'sop', 'parahnya', 'kuahnya', 'doang', 'ga', 'ada', 'dagingnya']",<FreqDist with 37 samples and 38 outcomes>,"['diuntungkan', 'dr', 'makan', 'siang', 'susu', 'gratis', 'adlh', 'ketiga', 'perusahaan', 'pengadaan', 'syukur', 'makanan', 'bergizi', 'kawatirnya', 'kayak', 'program', 'stunting', 'dpok', 'anak', 'dibagikan', 'kuah', 'sop', 'parahnya', 'kuahnya', 'doang', 'dagingnya']","['diuntungkan', 'dari', 'makan', 'siang', 'susu', 'gratis', 'adalah', 'ketiga', 'perusahaan', 'pengadaan', 'syukur', 'makanan', 'bergizi', 'kawatirnya', 'seperti', 'program', 'stunting', 'dpok', 'anak', 'dibagikan', 'kuah', 'sop', 'parahnya', 'kuahnya', 'doang', 'dagingnya']","['untung', 'dari', 'makan', 'siang', 'susu', 'gratis', 'adalah', 'tiga', 'usaha', 'ada', 'syukur', 'makan', 'gizi', 'kawatirnya', 'seperti', 'program', 'stunting', 'dpok', 'anak', 'bagi', 'kuah', 'sop', 'parah', 'kuah', 'doang', 'daging']"
16,17,makan siang gratis sbv program pemerintah yg menawarkan nutrisi memainkan peran penting dlm membantu anak yg mungkin mengalami kekurangan gizi namunutk benar menekan stunting program ini perlu dikombinasikan dg upaya yg lebih luas dlm menyediakan akses ke makanan bergizi,Adrian_susiloo,"['makan', 'siang', 'gratis', 'sbv', 'program', 'pemerintah', 'yg', 'menawarkan', 'nutrisi', 'memainkan', 'peran', 'penting', 'dlm', 'membantu', 'anak', 'yg', 'mungkin', 'mengalami', 'kekurangan', 'gizi', 'namunutk', 'benar', 'menekan', 'stunting', 'program', 'ini', 'perlu', 'dikombinasikan', 'dg', 'upaya', 'yg', 'lebih', 'luas', 'dlm', 'menyediakan', 'akses', 'ke', 'makanan', 'bergizi']",<FreqDist with 35 samples and 39 outcomes>,"['makan', 'siang', 'gratis', 'sbv', 'program', 'pemerintah', 'menawarkan', 'nutrisi', 'memainkan', 'peran', 'dlm', 'membantu', 'anak', 'mengalami', 'kekurangan', 'gizi', 'namunutk', 'menekan', 'stunting', 'program', 'dikombinasikan', 'upaya', 'luas', 'dlm', 'menyediakan', 'akses', 'makanan', 'bergizi']","['makan', 'siang', 'gratis', 'sbv', 'program', 'pemerintah', 'menawarkan', 'nutrisi', 'memainkan', 'peran', 'dalam', 'membantu', 'anak', 'mengalami', 'kekurangan', 'gizi', 'namunutk', 'menekan', 'stunting', 'program', 'dikombinasikan', 'upaya', 'luas', 'dalam', 'menyediakan', 'akses', 'makanan', 'bergizi']","['makan', 'siang', 'gratis', 'sbv', 'program', 'perintah', 'tawar', 'nutrisi', 'main', 'peran', 'dalam', 'bantu', 'anak', 'alami', 'kurang', 'gizi', 'namunutk', 'tekan', 'stunting', 'program', 'kombinasi', 'upaya', 'luas', 'dalam', 'sedia', 'akses', 'makan', 'gizi']"
17,18, program makan gratis kan kusus tuk anak sd bukan buat yg udah tua kek luanak itu perlu makan bergizi dimasa pertumbuhan,DewiPutriku06,"['program', 'makan', 'gratis', 'kan', 'kusus', 'tuk', 'anak', 'sd', 'bukan', 'buat', 'yg', 'udah', 'tua', 'kek', 'luanak', 'itu', 'perlu', 'makan', 'bergizi', 'dimasa', 'pertumbuhan']",<FreqDist with 20 samples and 21 outcomes>,"['program', 'makan', 'gratis', 'kusus', 'tuk', 'anak', 'sd', 'udah', 'tua', 'kek', 'luanak', 'makan', 'bergizi', 'dimasa', 'pertumbuhan']","['program', 'makan', 'gratis', 'kusus', 'tuk', 'anak', 'sd', 'sudah', 'tua', 'seperti', 'luanak', 'makan', 'bergizi', 'dimasa', 'pertumbuhan']","['program', 'makan', 'gratis', 'sus', 'tuk', 'anak', 'sd', 'sudah', 'tua', 'seperti', 'luanak', 'makan', 'gizi', 'masa', 'tumbuh']"
18,19,tkd prabowogibran banten turun langsung laksanakan program makan siang bergizi dan susu gratis,Kabarpolitikcom,"['tkd', 'prabowogibran', 'banten', 'turun', 'langsung', 'laksanakan', 'program', 'makan', 'siang', 'bergizi', 'dan', 'susu', 'gratis']",<FreqDist with 13 samples and 13 outcomes>,"['tkd', 'prabowogibran', 'banten', 'turun', 'langsung', 'laksanakan', 'program', 'makan', 'siang', 'bergizi', 'susu', 'gratis']","['tkd', 'prabowogibran', 'banten', 'turun', 'langsung', 'laksanakan', 'program', 'makan', 'siang', 'bergizi', 'susu', 'gratis']","['tkd', 'prabowogibran', 'banten', 'turun', 'langsung', 'laksana', 'program', 'makan', 'siang', 'gizi', 'susu', 'gratis']"
19,20,program makan siang dan susu gratis bagi siswa dan ibu hamil semoga makanan nya bergizi,fridanurisya,"['program', 'makan', 'siang', 'dan', 'susu', 'gratis', 'bagi', 'siswa', 'dan', 'ibu', 'hamil', 'semoga', 'makanan', 'nya', 'bergizi']",<FreqDist with 14 samples and 15 outcomes>,"['program', 'makan', 'siang', 'susu', 'gratis', 'siswa', 'hamil', 'semoga', 'makanan', 'bergizi']","['program', 'makan', 'siang', 'susu', 'gratis', 'siswa', 'hamil', 'semoga', 'makanan', 'bergizi']","['program', 'makan', 'siang', 'susu', 'gratis', 'siswa', 'hamil', 'moga', 'makan', 'gizi']"
20,21,prabowo mengungkapkan program pemberian susu dan telor atau makanan bergizi tersebut sebagai upaya mengatasi masalah stunting dan angka kemiskinan dari akar masalahnya,agejncy,"['prabowo', 'mengungkapkan', 'program', 'pemberian', 'susu', 'dan', 'telor', 'atau', 'makanan', 'bergizi', 'tersebut', 'sebagai', 'upaya', 'mengatasi', 'masalah', 'stunting', 'dan', 'angka', 'kemiskinan', 'dari', 'akar', 'masalahnya']",<FreqDist with 21 samples and 22 outcomes>,"['prabowo', 'program', 'pemberian', 'susu', 'telor', 'makanan', 'bergizi', 'upaya', 'mengatasi', 'stunting', 'angka', 'kemiskinan', 'akar']","['prabowo', 'program', 'pemberian', 'susu', 'telor', 'makanan', 'bergizi', 'upaya', 'mengatasi', 'stunting', 'angka', 'kemiskinan', 'akar']","['prabowo', 'program', 'beri', 'susu', 'telor', 'makan', 'gizi', 'upaya', 'atas', 'stunting', 'angka', 'miskin', 'akar']"
21,22,yakin semua mampu kasih makanan bergizi tinggi tiap hari agar anak kesehatan dan kecerdasannya top abis ntar pakai ahli gizi lho di program makan siang gratis tak asal kenyang tapi sehat cerdas ini baru program riil ini baru satu,BANGSAygSUJUD,"['yakin', 'semua', 'mampu', 'kasih', 'makanan', 'bergizi', 'tinggi', 'tiap', 'hari', 'agar', 'anak', 'kesehatan', 'dan', 'kecerdasannya', 'top', 'abis', 'ntar', 'pakai', 'ahli', 'gizi', 'lho', 'di', 'program', 'makan', 'siang', 'gratis', 'tak', 'asal', 'kenyang', 'tapi', 'sehat', 'cerdas', 'ini', 'baru', 'program', 'riil', 'ini', 'baru', 'satu']",<FreqDist with 36 samples and 39 outcomes>,"['kasih', 'makanan', 'bergizi', 'anak', 'kesehatan', 'kecerdasannya', 'top', 'abis', 'ntar', 'pakai', 'ahli', 'gizi', 'lho', 'program', 'makan', 'siang', 'gratis', 'kenyang', 'sehat', 'cerdas', 'program', 'riil']","['kasih', 'makanan', 'bergizi', 'anak', 'kesehatan', 'kecerdasannya', 'top', 'habis', 'nanti', 'pakai', 'ahli', 'gizi', 'lho', 'program', 'makan', 'siang', 'gratis', 'kenyang', 'sehat', 'cerdas', 'program', 'riil']","['kasih', 'makan', 'gizi', 'anak', 'sehat', 'cerdas', 'top', 'habis', 'nanti', 'pakai', 'ahli', 'gizi', 'lho', 'program', 'makan', 'siang', 'gratis', 'kenyang', 'sehat', 'cerdas', 'program', 'riil']"
22,23,maaf nih bkn mksd utk merendahkan program makan siangsusu gratis atasi stunting jika taraf hidup ekonomi para ortu meningkat spt pekerjaanupah yg layak sekolahampjamkes gratis rumah ga ngontrakmaka para orang tua dpt beri asupan makan bergizi pd anaknyato be continue,carlitovito180,"['maaf', 'nih', 'bkn', 'mksd', 'utk', 'merendahkan', 'program', 'makan', 'siangsusu', 'gratis', 'atasi', 'stunting', 'jika', 'taraf', 'hidup', 'ekonomi', 'para', 'ortu', 'meningkat', 'spt', 'pekerjaanupah', 'yg', 'layak', 'sekolahampjamkes', 'gratis', 'rumah', 'ga', 'ngontrakmaka', 'para', 'orang', 'tua', 'dpt', 'beri', 'asupan', 'makan', 'bergizi', 'pd', 'anaknyato', 'be', 'continue']",<FreqDist with 37 samples and 40 outcomes>,"['maaf', 'bkn', 'mksd', 'merendahkan', 'program', 'makan', 'siangsusu', 'gratis', 'atasi', 'stunting', 'taraf', 'hidup', 'ekonomi', 'ortu', 'meningkat', 'spt', 'pekerjaanupah', 'layak', 'sekolahampjamkes', 'gratis', 'rumah', 'ngontrakmaka', 'orang', 'tua', 'dpt', 'asupan', 'makan', 'bergizi', 'pd', 'anaknyato', 'be', 'continue']","['maaf', 'bkn', 'mksd', 'merendahkan', 'program', 'makan', 'siangsusu', 'gratis', 'atasi', 'stunting', 'taraf', 'hidup', 'ekonomi', 'orang tua', 'meningkat', 'seperti', 'pekerjaanupah', 'layak', 'sekolahampjamkes', 'gratis', 'rumah', 'ngontrakmaka', 'orang', 'tua', 'dapat', 'asupan', 'makan', 'bergizi', 'pada', 'anaknyato', 'be', 'continue']","['maaf', 'bkn', 'mksd', 'rendah', 'program', 'makan', 'siangsusu', 'gratis', 'atas', 'stunting', 'taraf', 'hidup', 'ekonomi', 'orang tua', 'tingkat', 'seperti', 'pekerjaanupah', 'layak', 'sekolahampjamkes', 'gratis', 'rumah', 'ngontrakmaka', 'orang', 'tua', 'dapat', 'asupan', 'makan', 'gizi', 'pada', 'anaknyato', 'be', 'continue']"
23,24,program makan siang gratis sepertinya mengikuti prinsip kurangi potongan tingkatkan kreativitasnya juga nasi putih dan sosis memang tak tergantikan dalam menu bergizi rendah,AJavandalas,"['program', 'makan', 'siang', 'gratis', 'sepertinya', 'mengikuti', 'prinsip', 'kurangi', 'potongan', 'tingkatkan', 'kreativitasnya', 'juga', 'nasi', 'putih', 'dan', 'sosis', 'memang', 'tak', 'tergantikan', 'dalam', 'menu', 'bergizi', 'rendah']",<FreqDist with 23 samples and 23 outcomes>,"['program', 'makan', 'siang', 'gratis', 'mengikuti', 'prinsip', 'kurangi', 'potongan', 'tingkatkan', 'kreativitasnya', 'nasi', 'putih', 'sosis', 'tergantikan', 'menu', 'bergizi', 'rendah']","['program', 'makan', 'siang', 'gratis', 'mengikuti', 'prinsip', 'kurangi', 'potongan', 'tingkatkan', 'kreativitasnya', 'nasi', 'putih', 'sosis', 'tergantikan', 'menu', 'bergizi', 'rendah']","['program', 'makan', 'siang', 'gratis', 'ikut', 'prinsip', 'kurang', 'potong', 'tingkat', 'kreativitas', 'nasi', 'putih', 'sosis', 'ganti', 'menu', 'gizi', 'rendah']"
24,25,joee anies back semoga dg program makan siang bergizi dan susu gratis tidak ada lagi orang bodoh lagi membodohkan,BANGSAygSUJUD,"['joee', 'anies', 'back', 'semoga', 'dg', 'program', 'makan', 'siang', 'bergizi', 'dan', 'susu', 'gratis', 'tidak', 'ada', 'lagi', 'orang', 'bodoh', 'lagi', 'membodohkan']",<FreqDist with 18 samples and 19 outcomes>,"['joee', 'anies', 'back', 'semoga', 'program', 'makan', 'siang', 'bergizi', 'susu', 'gratis', 'orang', 'bodoh', 'membodohkan']","['joee', 'anies', 'kembali', 'semoga', 'program', 'makan', 'siang', 'bergizi', 'susu', 'gratis', 'orang', 'bodoh', 'membodohkan']","['joee', 'anies', 'kembali', 'moga', 'program', 'makan', 'siang', 'gizi', 'susu', 'gratis', 'orang', 'bodoh', 'bodoh']"
25,26,tentu program makan siang gratis bagi siswa dengan makananmakanan bergizi prabowo subianto,mercifulove,"['tentu', 'program', 'makan', 'siang', 'gratis', 'bagi', 'siswa', 'dengan', 'makananmakanan', 'bergizi', 'prabowo', 'subianto']",<FreqDist with 12 samples and 12 outcomes>,"['program', 'makan', 'siang', 'gratis', 'siswa', 'makananmakanan', 'bergizi', 'prabowo', 'subianto']","['program', 'makan', 'siang', 'gratis', 'siswa', 'makananmakanan', 'bergizi', 'prabowo', 'subianto']","['program', 'makan', 'siang', 'gratis', 'siswa', 'makananmakanan', 'gizi', 'prabowo', 'subianto']"
26,27,id aku dukung program makan siang gratis dari prabowogibran biar anak indonesia terjamin dalam sehari dapet makanan bergizi,sassyyosie,"['id', 'aku', 'dukung', 'program', 'makan', 'siang', 'gratis', 'dari', 'prabowogibran', 'biar', 'anak', 'indonesia', 'terjamin', 'dalam', 'sehari', 'dapet', 'makanan', 'bergizi']",<FreqDist with 18 samples and 18 outcomes>,"['id', 'dukung', 'program', 'makan', 'siang', 'gratis', 'prabowogibran', 'anak', 'indonesia', 'terjamin', 'sehari', 'dapet', 'makanan', 'bergizi']","['id', 'dukung', 'program', 'makan', 'siang', 'gratis', 'prabowogibran', 'anak', 'indonesia', 'terjamin', 'sehari', 'dapat', 'makanan', 'bergizi']","['id', 'dukung', 'program', 'makan', 'siang', 'gratis', 'prabowogibran', 'anak', 'indonesia', 'jamin', 'hari', 'dapat', 'makan', 'gizi']"
27,28,program makan siang gratis dibedah dalam menit sama bang lagian yah makan gratis ini program yg absurd banget dan gak akan bisa dilaksanakan kalo tetep dipaksaain yg ada cm jd bahan bancakan doang alih anak dapet makanan bergizi yg ada bakalan dpt makanan basi,ariefrasyad,"['program', 'makan', 'siang', 'gratis', 'dibedah', 'dalam', 'menit', 'sama', 'bang', 'lagian', 'yah', 'makan', 'gratis', 'ini', 'program', 'yg', 'absurd', 'banget', 'dan', 'gak', 'akan', 'bisa', 'dilaksanakan', 'kalo', 'tetep', 'dipaksaain', 'yg', 'ada', 'cm', 'jd', 'bahan', 'bancakan', 'doang', 'alih', 'anak', 'dapet', 'makanan', 'bergizi', 'yg', 'ada', 'bakalan', 'dpt', 'makanan', 'basi']",<FreqDist with 37 samples and 44 outcomes>,"['program', 'makan', 'siang', 'gratis', 'dibedah', 'menit', 'bang', 'makan', 'gratis', 'program', 'absurd', 'banget', 'dilaksanakan', 'tetep', 'dipaksaain', 'cm', 'bahan', 'bancakan', 'doang', 'alih', 'anak', 'dapet', 'makanan', 'bergizi', 'dpt', 'makanan', 'basi']","['program', 'makan', 'siang', 'gratis', 'dibedah', 'menit', 'kakak', 'makan', 'gratis', 'program', 'absurd', 'sekali', 'dilaksanakan', 'tetap', 'dipaksaain', 'cm', 'bahan', 'bancakan', 'doang', 'alih', 'anak', 'dapat', 'makanan', 'bergizi', 'dapat', 'makanan', 'basi']","['program', 'makan', 'siang', 'gratis', 'bedah', 'menit', 'kakak', 'makan', 'gratis', 'program', 'absurd', 'sekali', 'laksana', 'tetap', 'dipaksaain', 'cm', 'bahan', 'bancak', 'doang', 'alih', 'anak', 'dapat', 'makan', 'gizi', 'dapat', 'makan', 'basi']"
28,29,program makan siang gratis dapat membantu mengurangi ketidaksetaraan sosial dengan memberikan akses yang sama terhadap makanan yang bergizi kepada mereka yang mungkin membutuhkan bantuan ekstra,05_maryanne,"['program', 'makan', 'siang', 'gratis', 'dapat', 'membantu', 'mengurangi', 'ketidaksetaraan', 'sosial', 'dengan', 'memberikan', 'akses', 'yang', 'sama', 'terhadap', 'makanan', 'yang', 'bergizi', 'kepada', 'mereka', 'yang', 'mungkin', 'membutuhkan', 'bantuan', 'ekstra']",<FreqDist with 23 samples and 25 outcomes>,"['program', 'makan', 'siang', 'gratis', 'membantu', 'mengurangi', 'ketidaksetaraan', 'sosial', 'akses', 'makanan', 'bergizi', 'membutuhkan', 'bantuan', 'ekstra']","['program', 'makan', 'siang', 'gratis', 'membantu', 'mengurangi', 'ketidaksetaraan', 'sosial', 'akses', 'makanan', 'bergizi', 'membutuhkan', 'bantuan', 'ekstra']","['program', 'makan', 'siang', 'gratis', 'bantu', 'kurang', 'ketidaksetaraan', 'sosial', 'akses', 'makan', 'gizi', 'butuh', 'bantu', 'ekstra']"
29,30,jujur program makan siang gratis ini gue setuju bgt sih terutama buat anak sd yg butuh makanan sehat bergizi ya karna ga semua anak dibekelin makan banyaknya yg dikasih uang saku tapi pas istirahat belinya jajanan yg boro sehat kenyang aja engga,ishikawamore,"['jujur', 'program', 'makan', 'siang', 'gratis', 'ini', 'gue', 'setuju', 'bgt', 'sih', 'terutama', 'buat', 'anak', 'sd', 'yg', 'butuh', 'makanan', 'sehat', 'bergizi', 'ya', 'karna', 'ga', 'semua', 'anak', 'dibekelin', 'makan', 'banyaknya', 'yg', 'dikasih', 'uang', 'saku', 'tapi', 'pas', 'istirahat', 'belinya', 'jajanan', 'yg', 'boro', 'sehat', 'kenyang', 'aja', 'engga']",<FreqDist with 37 samples and 42 outcomes>,"['jujur', 'program', 'makan', 'siang', 'gratis', 'gue', 'setuju', 'bgt', 'anak', 'sd', 'butuh', 'makanan', 'sehat', 'bergizi', 'karna', 'anak', 'dibekelin', 'makan', 'banyaknya', 'dikasih', 'uang', 'saku', 'pas', 'istirahat', 'belinya', 'jajanan', 'boro', 'sehat', 'kenyang', 'engga']","['jujur', 'program', 'makan', 'siang', 'gratis', 'aku', 'setuju', 'sekali', 'anak', 'sd', 'butuh', 'makanan', 'sehat', 'bergizi', 'karena', 'anak', 'dibekelin', 'makan', 'banyaknya', 'dikasih', 'uang', 'saku', 'pas', 'istirahat', 'belinya', 'jajanan', 'jangan', 'sehat', 'kenyang', 'tidak']","['jujur', 'program', 'makan', 'siang', 'gratis', 'aku', 'tuju', 'sekali', 'anak', 'sd', 'butuh', 'makan', 'sehat', 'gizi', 'karena', 'anak', 'dibekelin', 'makan', 'banyak', 'kasih', 'uang', 'saku', 'pas', 'istirahat', 'beli', 'jajan', 'jangan', 'sehat', 'kenyang', 'tidak']"
30,31,rosiade program konyol makan siang gratis untuk mendapatkan proyek investasi apaan kek gitu kalau memang punya gagasan cukup menstabilkan harga pokok semua warga bisa membeli makan yg sehat menciptakan lapangan kerja semua org mendapatkan uang buat mmbeli kebutuhan yg bergizi,Syafridon8,"['rosiade', 'program', 'konyol', 'makan', 'siang', 'gratis', 'untuk', 'mendapatkan', 'proyek', 'investasi', 'apaan', 'kek', 'gitu', 'kalau', 'memang', 'punya', 'gagasan', 'cukup', 'menstabilkan', 'harga', 'pokok', 'semua', 'warga', 'bisa', 'membeli', 'makan', 'yg', 'sehat', 'menciptakan', 'lapangan', 'kerja', 'semua', 'org', 'mendapatkan', 'uang', 'buat', 'mmbeli', 'kebutuhan', 'yg', 'bergizi']",<FreqDist with 36 samples and 40 outcomes>,"['rosiade', 'program', 'konyol', 'makan', 'siang', 'gratis', 'proyek', 'investasi', 'kek', 'gitu', 'gagasan', 'menstabilkan', 'harga', 'pokok', 'warga', 'membeli', 'makan', 'sehat', 'menciptakan', 'lapangan', 'kerja', 'org', 'uang', 'mmbeli', 'kebutuhan', 'bergizi']","['rosiade', 'program', 'konyol', 'makan', 'siang', 'gratis', 'proyek', 'investasi', 'seperti', 'gitu', 'gagasan', 'menstabilkan', 'harga', 'pokok', 'warga', 'membeli', 'makan', 'sehat', 'menciptakan', 'lapangan', 'kerja', 'orang', 'uang', 'mmbeli', 'kebutuhan', 'bergizi']","['rosiade', 'program', 'konyol', 'makan', 'siang', 'gratis', 'proyek', 'investasi', 'seperti', 'gitu', 'gagas', 'stabil', 'harga', 'pokok', 'warga', 'beli', 'makan', 'sehat', 'cipta', 'lapang', 'kerja', 'orang', 'uang', 'mmbeli', 'butuh', 'gizi']"
31,32,baru sadar tujuan paslon buat program makan siang gratis yang bergizi untuk anak sekolah itu guna mempersiapkan anak bangsa biar gedenya ga tolol kaya razak ya guys,orangsixpack,"['baru', 'sadar', 'tujuan', 'paslon', 'buat', 'program', 'makan', 'siang', 'gratis', 'yang', 'bergizi', 'untuk', 'anak', 'sekolah', 'itu', 'guna', 'mempersiapkan', 'anak', 'bangsa', 'biar', 'gedenya', 'ga', 'tolol', 'kaya', 'razak', 'ya', 'guys']",<FreqDist with 26 samples and 27 outcomes>,"['sadar', 'tujuan', 'paslon', 'program', 'makan', 'siang', 'gratis', 'bergizi', 'anak', 'sekolah', 'anak', 'bangsa', 'gedenya', 'tolol', 'kaya', 'razak', 'guys']","['sadar', 'tujuan', 'paslon', 'program', 'makan', 'siang', 'gratis', 'bergizi', 'anak', 'sekolah', 'anak', 'bangsa', 'gedenya', 'bodoh', 'seperti', 'razak', 'teman']","['sadar', 'tuju', 'paslon', 'program', 'makan', 'siang', 'gratis', 'gizi', 'anak', 'sekolah', 'anak', 'bangsa', 'gede', 'bodoh', 'seperti', 'razak', 'teman']"
32,33,mereka yang nyaris tidak pernah lapar akan sulit bayangkan dan rasakan kalau seseorang lagi lapar betulan rakyat miskin tentu setuju program makan siang gratis anak sekolah karena negara harus jamin rakyat nya tidak lapar minimal dalam hari ada makan yang bergizi,Gunto_Jaya9,"['mereka', 'yang', 'nyaris', 'tidak', 'pernah', 'lapar', 'akan', 'sulit', 'bayangkan', 'dan', 'rasakan', 'kalau', 'seseorang', 'lagi', 'lapar', 'betulan', 'rakyat', 'miskin', 'tentu', 'setuju', 'program', 'makan', 'siang', 'gratis', 'anak', 'sekolah', 'karena', 'negara', 'harus', 'jamin', 'rakyat', 'nya', 'tidak', 'lapar', 'minimal', 'dalam', 'hari', 'ada', 'makan', 'yang', 'bergizi']",<FreqDist with 35 samples and 41 outcomes>,"['lapar', 'sulit', 'bayangkan', 'rasakan', 'lapar', 'betulan', 'rakyat', 'miskin', 'setuju', 'program', 'makan', 'siang', 'gratis', 'anak', 'sekolah', 'negara', 'jamin', 'rakyat', 'lapar', 'minimal', 'makan', 'bergizi']","['lapar', 'sulit', 'bayangkan', 'rasakan', 'lapar', 'betulan', 'rakyat', 'miskin', 'setuju', 'program', 'makan', 'siang', 'gratis', 'anak', 'sekolah', 'negara', 'jamin', 'rakyat', 'lapar', 'minimal', 'makan', 'bergizi']","['lapar', 'sulit', 'bayang', 'rasa', 'lapar', 'betul', 'rakyat', 'miskin', 'tuju', 'program', 'makan', 'siang', 'gratis', 'anak', 'sekolah', 'negara', 'jamin', 'rakyat', 'lapar', 'minimal', 'makan', 'gizi']"
33,34,dumdum agak dongo sih klo pilih yg hanya program demi makan gratis doang klo di teliti program itu bisa jd penghasilan yg uangnya dipakai beli makan siang yg lebih bergizi jd patut di retweet nih,Kata_baba_baim,"['dumdum', 'agak', 'dongo', 'sih', 'klo', 'pilih', 'yg', 'hanya', 'program', 'demi', 'makan', 'gratis', 'doang', 'klo', 'di', 'teliti', 'program', 'itu', 'bisa', 'jd', 'penghasilan', 'yg', 'uangnya', 'dipakai', 'beli', 'makan', 'siang', 'yg', 'lebih', 'bergizi', 'jd', 'patut', 'di', 'retweet', 'nih']",<FreqDist with 28 samples and 35 outcomes>,"['dumdum', 'dongo', 'pilih', 'program', 'makan', 'gratis', 'doang', 'teliti', 'program', 'penghasilan', 'uangnya', 'dipakai', 'beli', 'makan', 'siang', 'bergizi', 'patut', 'retweet']","['dumdum', 'dongo', 'pilih', 'program', 'makan', 'gratis', 'doang', 'teliti', 'program', 'penghasilan', 'uangnya', 'dipakai', 'beli', 'makan', 'siang', 'bergizi', 'patut', 'retweet']","['dumdum', 'dongo', 'pilih', 'program', 'makan', 'gratis', 'doang', 'teliti', 'program', 'hasil', 'uang', 'pakai', 'beli', 'makan', 'siang', 'gizi', 'patut', 'retweet']"
